id,city_name_en,city_name_cn,keywords,lat,lon,timezone_id
2512177,Puertollano,普埃尔托利亚诺,puertollano puaiertuoliyanuo 普埃尔托利亚诺,38.68712,-4.10734,Europe/Madrid
2512186,Puerto del Rosario,,puerto del rosario,28.50038,-13.86272,Atlantic/Canary
2512196,Puerto de la Cruz,普埃尔托德拉克鲁斯,puaiertuodelakelusi 普埃尔托德拉克鲁斯 puerto de la cruz,28.41686,-16.55085,Atlantic/Canary
2512232,Puente-Genil,,puente-genil,37.38943,-4.76686,Europe/Madrid
2512251,La Pobla de Vallbona,,la pobla de vallbona,39.59747,-0.55468,Europe/Madrid
2512282,Priego de Cordoba,普列戈德科尔多瓦,priego de cordoba 普列戈德科尔多瓦 priego de córdoba puliegedekeerduowa,37.43807,-4.19523,Europe/Madrid
2512340,Pozoblanco,波索夫兰科,波索夫兰科 bosuofulanke pozoblanco,38.37906,-4.84827,Europe/Madrid
2512432,Pollenca,,pollenca pollença,39.87678,3.01626,Europe/Madrid
2512581,Pilar de la Horadada,皮拉尔德拉奥拉达达,pilar de la horadada pilaerdelaaoladada 皮拉尔德拉奥拉达达,37.86591,-0.79256,Europe/Madrid
2512620,Picassent,,picassent,39.3635,-0.45949,Europe/Madrid
2512862,Paterna,帕特尔纳,帕特尔纳 pateerna paterna,39.50263,-0.44079,Europe/Madrid
2512989,Palma,帕爾馬,帕爾馬 paerma palma,39.56939,2.65024,Europe/Madrid
2512990,Palma del Rio,帕尔马德尔里奥,paermadeerliao 帕尔马德尔里奥 palma del rio palma del río,37.70024,-5.28121,Europe/Madrid
2513026,Pajara,,pajara pájara,28.35039,-14.1076,Atlantic/Canary
2513029,Paiporta,,paiporta,39.42814,-0.41765,Europe/Madrid
2513052,Osuna,奥苏纳,奥苏纳 aosuna osuna,37.2376,-5.10311,Europe/Madrid
2513076,Orihuela,奥里韦拉,aoliweila orihuela 奥里韦拉,38.08483,-0.94401,Europe/Madrid
2513106,Ontinyent,,ontinyent,38.82191,-0.60603,Europe/Madrid
2513115,Onda,翁达,翁达 onda wengda,39.96495,-0.26041,Europe/Madrid
2513145,Oliva,,oliva,38.91971,-0.11935,Europe/Madrid
2513195,Novelda,,novelda,38.38479,-0.76773,Europe/Madrid
2513222,Nijar,,níjar nijar,36.96655,-2.20595,Europe/Madrid
2513240,Nerja,,nerja,36.75278,-3.8744,Europe/Madrid
2513324,Navalmoral de la Mata,纳瓦尔莫拉尔德拉马塔,navalmoral de la mata 纳瓦尔莫拉尔德拉马塔 nawaermolaerdelamata,39.89158,-5.54064,Europe/Madrid
2513416,Murcia,穆尔西亚,murcia 穆尔西亚 muerxiya,37.98704,-1.13004,Europe/Madrid
2513436,Mula,,mula,38.04095,-1.49014,Europe/Madrid
2513465,Mutxamel,,mutxamel,38.4158,-0.44529,Europe/Madrid
2513477,Motril,莫特里尔,莫特里尔 motril motelier,36.75066,-3.5179,Europe/Madrid
2513509,Moron de la Frontera,莫龙德拉夫龙特拉,morón de la frontera 莫龙德拉夫龙特拉 molongdelafulongtela moron de la frontera,37.12084,-5.45403,Europe/Madrid
2513601,Montilla,蒙蒂利亚,蒙蒂利亚 mengdiliya montilla,37.58627,-4.63805,Europe/Madrid
2513604,Montijo,,montijo,38.90839,-6.61785,Europe/Madrid
2513703,Moncada,,moncada,39.54555,-0.39551,Europe/Madrid
2513759,Molina de Segura,莫利纳德塞古拉,莫利纳德塞古拉 molina de segura molinadesaigula,38.05456,-1.20763,Europe/Madrid
2513791,Moguer,莫格尔,moguer 莫格尔 mogeer,37.27559,-6.83851,Europe/Madrid
2513798,Mogan,,mogán mogan,27.88385,-15.72538,Atlantic/Canary
2513811,Mislata,米斯拉塔,mislata 米斯拉塔 misilata,39.47523,-0.41825,Europe/Madrid
2513882,Mijas,米哈斯,mijas 米哈斯 mihasi,36.59575,-4.63728,Europe/Madrid
2513885,Miguelturra,米格尔图拉,migeertula miguelturra 米格尔图拉,38.96442,-3.89047,Europe/Madrid
2513917,Merida,,merida mérida,38.91802,-6.34292,Europe/Madrid
2513947,Melilla,梅利利亚,梅利利亚 meililiya melilla,35.29369,-2.93833,Africa/Ceuta
2513983,Mazarron,,mazarrón mazarron,37.5992,-1.31493,Europe/Madrid
2514042,Maspalomas,馬斯帕洛馬斯,maspalomas masipaluomasi 馬斯帕洛馬斯,27.76056,-15.58602,Atlantic/Canary
2514066,Massamagrell,,massamagrell,39.56667,-0.33333,Europe/Madrid
2514073,Martos,马尔托斯,martos maertuosi 马尔托斯,37.72107,-3.97264,Europe/Madrid
2514097,Marratxi,,marratxí marratxi,39.62142,2.7253,Europe/Madrid
2514158,Marchena,,marchena,37.329,-5.41681,Europe/Madrid
2514169,Marbella,马贝拉,mabeila 马贝拉 marbella,36.51543,-4.88583,Europe/Madrid
2514176,Maracena,,maracena,37.20764,-3.63493,Europe/Madrid
2514190,Manzanares,,manzanares,38.99915,-3.36991,Europe/Madrid
2514197,Manises,,manises,39.49139,-0.46349,Europe/Madrid
2514216,Manacor,,manacor,39.56964,3.20955,Europe/Madrid
2514256,Malaga,马拉加,马拉加 malaga malajia málaga,36.72016,-4.42034,Europe/Madrid
2514287,Mairena del Aljarafe,迈雷纳德拉尔哈拉费,迈雷纳德拉尔哈拉费 mairena del aljarafe maileinadelaerhalafei,37.34461,-6.06391,Europe/Madrid
2514288,Mairena del Alcor,,mairena del alcor,37.37301,-5.74951,Europe/Madrid
2514301,Mao,,mao maó,39.88853,4.26583,Europe/Madrid
2514392,Lucena,,lucena,37.40881,-4.48522,Europe/Madrid
2514553,Los Palacios y Villafranca,,los palacios y villafranca,37.16181,-5.92433,Europe/Madrid
2514651,Los Llanos de Aridane,洛斯利亚诺斯德亚里达内,los llanos de aridane 洛斯利亚诺斯德亚里达内 luosiliyanuosideyalidanei,28.65851,-17.91821,Atlantic/Canary
2514824,Los Barrios,洛斯巴里奥斯,洛斯巴里奥斯 los barrios luosibaliaosi,36.18482,-5.49213,Europe/Madrid
2514868,Los Alcazares,,los alcazares los alcázares,37.74425,-0.85041,Europe/Madrid
2514891,Lorca,,lorca,37.67119,-1.7017,Europe/Madrid
2514893,Lora del Rio,洛拉德尔里奥,lora del rio 洛拉德尔里奥 lora del río luoladeerliao,37.65896,-5.52751,Europe/Madrid
2514946,Loja,,loja,37.16887,-4.15129,Europe/Madrid
2514984,Llucmajor,,llucmajor,39.49093,2.89108,Europe/Madrid
2515036,Lliria,,llíria lliria,39.62894,-0.59783,Europe/Madrid
2515045,Linares,,linares,38.09519,-3.63602,Europe/Madrid
2515072,Lepe,,lepe,37.25482,-7.20433,Europe/Madrid
2515096,Lebrija,,lebrija,36.92077,-6.07529,Europe/Madrid
2515151,La Union,劳尼翁,劳尼翁 laoniweng la union la unión,37.61915,-0.87799,Europe/Madrid
2515219,Las Torres de Cotillas,,las torres de cotillas,38.02822,-1.24188,Europe/Madrid
2515270,Las Palmas de Gran Canaria,拉斯帕尔马斯,las palmas de gran canaria lasipaermasi 拉斯帕尔马斯,28.10178,-15.41573,Atlantic/Canary
2515284,La Solana,,la solana,38.94422,-3.2381,Europe/Madrid
2515493,Las Cabezas de San Juan,,las cabezas de san juan,36.9838,-5.93933,Europe/Madrid
2515555,La Roda,拉罗达,拉罗达 laluoda la roda,39.20735,-2.15723,Europe/Madrid
2515562,La Rinconada,拉林科纳达,lalinkenada la rinconada 拉林科纳达,37.48613,-5.98091,Europe/Madrid
2515692,La Orotava,劳罗塔瓦,laoluotawa 劳罗塔瓦 la orotava,28.39076,-16.52309,Atlantic/Canary
2515698,La Oliva,,la oliva,28.61052,-13.92912,Atlantic/Canary
2515701,la Nucia,,la nucia,38.61372,-0.1269,Europe/Madrid
2515812,La Linea de la Concepcion,拉利内亚德拉孔塞普西翁,la linea de la concepcion lalineiyadelakongsaipuxiweng la línea de la concepción 拉利内亚德拉孔塞普西翁,36.16809,-5.34777,Europe/Madrid
2516004,L'Eliana,,l'eliana,39.56667,-0.53333,Europe/Madrid
2516088,La Carolina,,la carolina,38.27559,-3.61535,Europe/Madrid
2516217,La Algaba,,la algaba,37.46325,-6.01113,Europe/Madrid
2516255,Jumilla,胡米利亚,humiliya 胡米利亚 jumilla,38.47917,-1.325,Europe/Madrid
2516326,Jerez de la Frontera,赫雷斯-德拉弗龙特拉,赫雷斯-德拉弗龙特拉 jerez de la frontera heleisi-delafulongtela,36.68645,-6.13606,Europe/Madrid
2516336,Javea,,javea,38.78333,0.16667,Europe/Madrid
2516345,Xativa,,xàtiva xativa,38.99042,-0.51852,Europe/Madrid
2516395,Jaen,,jaen jaén,37.76922,-3.79028,Europe/Madrid
2516431,Isla Cristina,伊斯拉克里斯蒂纳,伊斯拉克里斯蒂纳 yisilakelisidina isla cristina,37.2,-7.31667,Europe/Madrid
2516443,Ingenio,,ingenio,27.91855,-15.43433,Atlantic/Canary
2516452,Inca,,inca,39.7211,2.91093,Europe/Madrid
2516474,Icod de los Vinos,伊科德洛斯维诺斯,伊科德洛斯维诺斯 icod de los vinos yikedeluosiweinuosi,28.37241,-16.71188,Atlantic/Canary
2516479,Ibiza,,ibiza,38.90883,1.43296,Europe/Madrid
2516480,Ibi,伊维,伊维 yiwei ibi,38.62533,-0.57225,Europe/Madrid
2516542,Huercal-Overa,韦尔卡尔-奥韦拉,huercal-overa 韦尔卡尔-奥韦拉 weierkaer-aoweila,37.38918,-1.943,Europe/Madrid
2516548,Huelva,,huelva,37.26638,-6.94004,Europe/Madrid
2516797,Hellin,埃林,hellín 埃林 hellin ailin,38.5106,-1.70096,Europe/Madrid
2516852,Guimar,,guimar güimar,28.31122,-16.41276,Atlantic/Canary
2516860,Guia de Isora,吉亚德索拉,jiyadesuola guía de isora guia de isora 吉亚德索拉,28.21154,-16.77947,Atlantic/Canary
2516902,Guardamar del Segura,,guardamar del segura,38.09031,-0.65556,Europe/Madrid
2516925,Guadix,瓜迪斯,guadix guadisi 瓜迪斯,37.29932,-3.13922,Europe/Madrid
2517111,Granadilla de Abona,格拉纳迪利亚德亚沃纳,granadilla de abona 格拉纳迪利亚德亚沃纳 gelanadiliyadeyawona,28.11882,-16.57599,Atlantic/Canary
2517117,Granada,格拉纳达,granada 格拉纳达 gelanada,37.18817,-3.60667,Europe/Madrid
2517367,Gandia,,gandia,38.96667,-0.18333,Europe/Madrid
2517436,Galdar,,gáldar galdar,28.14701,-15.6502,Atlantic/Canary
2517595,Fuengirola,丰希罗拉,fuengirola 丰希罗拉 fengxiluola 福恩吉罗拉,36.53998,-4.62473,Europe/Madrid
2517750,Felanitx,,felanitx,39.4696,3.14831,Europe/Madrid
2517816,Estepona,埃斯特波纳,estepona 埃斯特波纳 aisitebona,36.42764,-5.14589,Europe/Madrid
2518040,El Viso del Alcor,,el viso del alcor,37.39106,-5.71993,Europe/Madrid
2518207,El Puerto de Santa Maria,圣玛丽亚港,el puerto de santa maría el puerto de santa maria 圣玛丽亚港 shengmaliyagang,36.59389,-6.23298,Europe/Madrid
2518444,El Grao,,el grao,39.97358,0.01284,Europe/Madrid
2518494,El Ejido,埃莱希多,el ejido ailaixiduo 埃莱希多,36.77629,-2.81456,Europe/Madrid
2518505,Elda,埃尔达,elda aierda 埃尔达,38.47783,-0.79157,Europe/Madrid
2518559,Elche,埃爾切,埃爾切 elche aierqie,38.26218,-0.70107,Europe/Madrid
2518729,El Arahal,,el arahal,37.26273,-5.5453,Europe/Madrid
2518770,Ecija,埃西哈,埃西哈 écija ecija aixiha,37.5422,-5.0826,Europe/Madrid
2518794,Dos Hermanas,,dos hermanas,37.28287,-5.92088,Europe/Madrid
2518820,Don Benito,东韦尼托,dongweinituo 东韦尼托 don benito,38.95627,-5.86162,Europe/Madrid
2518878,Denia,,denia,38.84078,0.10574,Europe/Madrid
2518924,Daimiel,代米耶尔,daimiel daimiyeer 代米耶尔,39.07004,-3.61498,Europe/Madrid
2518949,Cullera,库列拉,kuliela 库列拉 cullera,39.16667,-0.25,Europe/Madrid
2519068,Quart de Poblet,,quart de poblet,39.48139,-0.43937,Europe/Madrid
2519110,Crevillente,,crevillente,38.24994,-0.80975,Europe/Madrid
2519233,Coria del Rio,,coria del río coria del rio,37.28766,-6.0541,Europe/Madrid
2519240,Cordoba,科爾多瓦,科爾多瓦 keerduowa cordoba córdoba,37.89155,-4.77275,Europe/Madrid
2519289,Conil de la Frontera,,conil de la frontera,36.27719,-6.0885,Europe/Madrid
2519367,Coin,,coin coín,36.65947,-4.75639,Europe/Madrid
2519402,Ciudad Real,雷阿爾城,ciudad real 雷阿爾城 leiaercheng,38.98626,-3.92907,Europe/Madrid
2519425,Cieza,希耶萨,cieza 希耶萨 xiyesa,38.23998,-1.41987,Europe/Madrid
2519466,Xirivella,,xirivella,39.46588,-0.42589,Europe/Madrid
2519477,Chipiona,奇皮奥纳,chipiona 奇皮奥纳 qipiaona,36.73663,-6.43703,Europe/Madrid
2519513,Chiclana de la Frontera,,chiclana de la frontera,36.41976,-6.14367,Europe/Madrid
2519651,Cehegin,,cehegin cehegín,38.09242,-1.7985,Europe/Madrid
2519690,Catarroja,,catarroja,39.4,-0.4,Europe/Madrid
2519738,Castilleja de la Cuesta,,castilleja de la cuesta,37.38594,-6.05258,Europe/Madrid
2519752,Castello de la Plana,卡斯特利翁-德拉普拉納,卡斯特利翁-德拉普拉納 castelló de la plana kasiteliweng-delapulana castello de la plana,39.98567,-0.04935,Europe/Madrid
2520052,Cartaya,,cartaya,37.28114,-7.15071,Europe/Madrid
2520055,Cartama,卡尔塔马,cartama 卡尔塔马 cártama kaertama,36.71068,-4.63297,Europe/Madrid
2520058,Cartagena,卡塔赫纳,卡塔赫纳 cartagena katahena,37.60197,-0.98397,Europe/Madrid
2520069,Carrizal,,carrizal,27.91161,-15.40558,Atlantic/Canary
2520118,Carmona,,carmona,37.47125,-5.64608,Europe/Madrid
2520121,Carlet,卡尔莱特,carlet 卡尔莱特 kaerlaite,39.2266,-0.52142,Europe/Madrid
2520150,Carcaixent,,carcaixent,39.1218,-0.44812,Europe/Madrid
2520171,Caravaca,,caravaca,38.10558,-1.86343,Europe/Madrid
2520283,Candelaria,坎德拉里亚,kandelaliya candelaria 坎德拉里亚,28.3548,-16.37268,Atlantic/Canary
2520413,Campo de Criptana,坎波德克里普塔纳,kanbodekeliputana 坎波德克里普塔纳 campo de criptana,39.40463,-3.12492,Europe/Madrid
2520425,Campina,,campina campiña,38.21896,-2.98069,Europe/Madrid
2520447,El Campello,,el campello,38.42885,-0.39774,Europe/Madrid
2520477,Camas,卡马斯,卡马斯 camas kamasi,37.40202,-6.03314,Europe/Madrid
2520493,Calvia,卡尔维亚,kaerweiya calvià calvia 卡尔维亚,39.5657,2.50621,Europe/Madrid
2520496,Calp,卡尔佩,calp 卡尔佩 kaerpei,38.6447,0.0445,Europe/Madrid
2520502,Callosa de Segura,卡略萨德塞古拉,kalvesadesaigula 卡略萨德塞古拉 callosa de segura,38.12497,-0.87822,Europe/Madrid
2520600,Cadiz,加的斯,jiadesi cadiz 加的斯,36.52672,-6.2891,Europe/Madrid
2520611,Caceres,卡塞雷斯,caceres 卡塞雷斯 kasaileisi cáceres,39.47649,-6.37224,Europe/Madrid
2520645,Cabra,,cabra,37.47249,-4.44206,Europe/Madrid
2520709,Burriana,布里亚纳,burriana 布里亚纳 buliyana,39.88901,-0.08499,Europe/Madrid
2520712,Burjassot,,burjassot,39.50984,-0.41327,Europe/Madrid
2520833,Bormujos,,bormujos,37.37358,-6.07233,Europe/Madrid
2520968,Betera,,bétera betera,39.59111,-0.46151,Europe/Madrid
2521016,Berja,贝尔哈,贝尔哈 beierha berja,36.84693,-2.94966,Europe/Madrid
2521088,Benidorm,贝尼多尔姆,benidorm beiniduoermu 贝尼多尔姆,38.53816,-0.13098,Europe/Madrid
2521105,Benetusser,,benetusser benetússer,39.42265,-0.39686,Europe/Madrid
2521139,Benalmadena,贝纳尔马德纳,benalmadena 贝纳尔马德纳 benalmádena beinaermadena,36.5961,-4.57267,Europe/Madrid
2521215,Baza,,baza,37.49073,-2.77259,Europe/Madrid
2521249,Barrio de Peral,,barrio de peral,37.62513,-0.98792,Europe/Madrid
2521335,Barbate,,barbate,36.19237,-5.92186,Europe/Madrid
2521410,Bailen,拜伦,bailén bailun 拜伦 bailen,38.09639,-3.77786,Europe/Madrid
2521413,Baeza,,baeza,37.99384,-3.47103,Europe/Madrid
2521415,Baena,拜纳,baena baina 拜纳,37.6167,-4.32245,Europe/Madrid
2521420,Badajoz,,badajoz,38.87789,-6.97061,Europe/Madrid
2521456,Ayamonte,艾阿蒙特,aiamengte ayamonte 艾阿蒙特,37.21329,-7.40807,Europe/Madrid
2521485,Atarfe,,atarfe,37.22479,-3.68686,Europe/Madrid
2521486,Atamaria,,atamaria atamaría,37.59989,-0.80682,Europe/Madrid
2521510,Aspe,阿斯佩,aspe asipei 阿斯佩,38.34511,-0.76721,Europe/Madrid
2521519,Arucas,,arucas,28.11983,-15.52325,Atlantic/Canary
2521554,Arroyo de la Miel,,arroyo de la miel,36.59917,-4.53505,Europe/Madrid
2521570,Arrecife,,arrecife,28.96302,-13.54769,Atlantic/Canary
2521582,Arona,阿罗纳,arona 阿罗纳 aluona,28.09962,-16.68102,Atlantic/Canary
2521590,Armilla,阿尔米利亚,aermiliya armilla 阿尔米利亚,37.14386,-3.62534,Europe/Madrid
2521665,Arcos de la Frontera,阿尔科斯-德拉弗龙特拉,aerkesi-delafulongtela arcos de la frontera 阿尔科斯-德拉弗龙特拉,36.75075,-5.81056,Europe/Madrid
2521676,Archena,,archena,38.11631,-1.30043,Europe/Madrid
2521710,Antequera,安特克拉,antequera antekela 安特克拉,37.01938,-4.56123,Europe/Madrid
2521738,Andujar,安杜哈尔,andújar andujar anduhaer 安杜哈尔,38.03922,-4.05077,Europe/Madrid
2521804,Altea,,altea,38.59878,-0.05151,Europe/Madrid
2521847,Almunecar,阿尔穆涅卡尔,almuñécar almunecar aermuniekaer 阿尔穆涅卡尔,36.73393,-3.69072,Europe/Madrid
2521855,Almoradi,阿尔莫拉迪,almoradi almoradí 阿尔莫拉迪 aermoladi,38.10879,-0.79197,Europe/Madrid
2521857,Almonte,阿尔蒙特,almonte 阿尔蒙特 aermengte,37.2647,-6.51667,Europe/Madrid
2521886,Almeria,阿尔梅里亚,阿尔梅里亚 aermeiliya almería almeria,36.83814,-2.45974,Europe/Madrid
2521893,Almendralejo,阿尔门德拉莱霍,almendralejo 阿尔门德拉莱霍 aermendelalaihuo,38.68316,-6.40747,Europe/Madrid
2521909,Almassora,,almassora,39.94729,-0.06313,Europe/Madrid
2521923,Almansa,阿尔曼萨,almansa 阿尔曼萨 aermansa,38.86917,-1.09713,Europe/Madrid
2521964,Aljaraque,,aljaraque,37.26989,-7.02313,Europe/Madrid
2521978,Alicante,阿利坎特,阿利坎特 alikante alicante,38.34517,-0.48149,Europe/Madrid
2521985,Alhaurin el Grande,阿尔奥里内尔格兰德,aeraolineiergelande 阿尔奥里内尔格兰德 alhaurín el grande alhaurin el grande,36.643,-4.68728,Europe/Madrid
2521986,Alhaurin de la Torre,阿尔奥林德拉托雷,阿尔奥林德拉托雷 aeraolindelatuolei alhaurín de la torre alhaurin de la torre,36.66401,-4.56139,Europe/Madrid
2521992,Alhama de Murcia,阿尔阿马德穆尔西亚,alhama de murcia aeramademuerxiya 阿尔阿马德穆尔西亚,37.85103,-1.42507,Europe/Madrid
2522012,Algemesi,阿尔赫梅西,algemesí algemesi aerhemeixi 阿尔赫梅西,39.19042,-0.43572,Europe/Madrid
2522013,Algeciras,阿尔赫西拉斯,aerhexilasi 阿尔赫西拉斯 algeciras,36.13326,-5.45051,Europe/Madrid
2522057,Alfafar,阿尔法法尔,阿尔法法尔 aerfafaer alfafar,39.41667,-0.38333,Europe/Madrid
2522077,Aldaia,,aldaia,39.46569,-0.46005,Europe/Madrid
2522091,Alcudia,,alcúdia alcudia,39.85316,3.12138,Europe/Madrid
2522098,Alcoy,阿尔科伊,阿尔科伊 alcoy aerkeyi,38.70545,-0.47432,Europe/Madrid
2522129,Alzira,阿尔西拉,阿尔西拉 aerxila alzira,39.15,-0.43333,Europe/Madrid
2522131,Alcazar de San Juan,阿尔卡萨尔德圣胡安,aerkasaerdeshenghuan alcazar de san juan alcázar de san juan 阿尔卡萨尔德圣胡安,39.39011,-3.20827,Europe/Madrid
2522152,Alcantarilla,,alcantarilla,37.96939,-1.21714,Europe/Madrid
2522160,Alcala la Real,阿尔卡拉拉雷亚尔,alcala la real 阿尔卡拉拉雷亚尔 aerkalalaleiyaer alcalá la real,37.4614,-3.92301,Europe/Madrid
2522165,Alcala de Guadaira,,alcala de guadaira alcalá de guadaira,37.33791,-5.83951,Europe/Madrid
2522203,Alboraya,阿尔沃赖阿,aerwolaia alboraya 阿尔沃赖阿,39.5,-0.35,Europe/Madrid
2522208,Albolote,,albolote,37.23088,-3.6551,Europe/Madrid
2522250,Albal,,albal,39.4,-0.41667,Europe/Madrid
2522258,Albacete,阿尔瓦塞特,阿尔瓦塞特 aerwasaite albacete,38.99424,-1.85643,Europe/Madrid
2522297,Alaquas,,alaquàs alaquas,39.45568,-0.461,Europe/Madrid
2522325,Aguimes,,aguimes agüimes,27.90539,-15.44609,Atlantic/Canary
2522333,Aguilas,阿吉拉斯,阿吉拉斯 aguilas ajilasi águilas,37.4063,-1.58289,Europe/Madrid
2522430,Adra,,adra,36.74831,-3.02076,Europe/Madrid
2522437,Adeje,阿德赫,阿德赫 adehe adeje,28.12271,-16.726,Atlantic/Canary
2567529,Grao de Murviedro,,grao de murviedro,39.64167,-0.23889,Europe/Madrid
3104316,Zarautz,,zarautz,43.28444,-2.16992,Europe/Madrid
3104324,Zaragoza,萨拉戈萨,salagesa 萨拉戈萨 zaragoza,41.65606,-0.87734,Europe/Madrid
3104342,Zamora,,zamora,41.50633,-5.74456,Europe/Madrid
3104475,Viveiro,,viveiro,43.66228,-7.59344,Europe/Madrid
3104499,Gasteiz / Vitoria,,gasteiz / vitoria,42.84998,-2.67268,Europe/Madrid
3104584,Vinaros,,vinaròs vinaros,40.47033,0.47559,Europe/Madrid
3104703,Villaviciosa de Odon,,villaviciosa de odón villaviciosa de odon,40.3581,-3.9043,Europe/Madrid
3104748,Villaverde,,villaverde,40.35,-3.7,Europe/Madrid
3105148,Villaquilambre,比利亚基兰夫雷,比利亚基兰夫雷 biliyajilanfulei villaquilambre,42.64685,-5.55835,Europe/Madrid
3105184,Vilanova i la Geltru,,vilanova i la geltru vilanova i la geltrú,41.22392,1.72511,Europe/Madrid
3105214,Villanueva del Pardillo,,villanueva del pardillo,40.49014,-3.96383,Europe/Madrid
3105247,Villanueva de la Canada,,villanueva de la cañada villanueva de la canada,40.44689,-4.00428,Europe/Madrid
3105575,Vilagarcia de Arousa,,vilagarcía de arousa vilagarcia de arousa,42.59631,-8.76426,Europe/Madrid
3105600,Vilafranca del Penedes,,vilafranca del penedes vilafranca del penedès,41.34618,1.69713,Europe/Madrid
3105803,Vila-seca,,vila-seca,41.11118,1.14764,Europe/Madrid
3105805,Vilaseca,,vilaseca,42.06174,2.25528,Europe/Madrid
3105935,Viladecans,比拉德坎斯,biladekansi viladecans 比拉德坎斯,41.31405,2.01427,Europe/Madrid
3105976,Vigo,維戈,vigo 維戈 weige,42.23282,-8.72264,Europe/Madrid
3106050,Vic,,vic,41.93012,2.25486,Europe/Madrid
3106054,Vicalvaro,,vicalvaro vicálvaro,40.4,-3.6,Europe/Madrid
3106180,El Vendrell,,el vendrell,41.21667,1.53333,Europe/Madrid
3106492,Valls,,valls,41.28612,1.24993,Europe/Madrid
3106601,Vallecas,,vallecas,40.38333,-3.61667,Europe/Madrid
3106672,Valladolid,巴利亚多利德,巴利亚多利德 baliyaduolide valladolid,41.65541,-4.72353,Europe/Madrid
3106868,Valdemoro,巴尔德莫罗,baerdemoluo 巴尔德莫罗 valdemoro,40.19081,-3.67887,Europe/Madrid
3107112,Rivas-Vaciamadrid,,rivas-vaciamadrid,40.32605,-3.51089,Europe/Madrid
3107139,Utebo,,utebo,41.70826,-0.99916,Europe/Madrid
3107364,Tui,,tui,42.04713,-8.64435,Europe/Madrid
3107418,Tudela,,tudela,42.06166,-1.60452,Europe/Madrid
3107677,Tortosa,托尔托萨,托尔托萨 tuoertuosa tortosa,40.81249,0.5216,Europe/Madrid
3107765,Torrelodones,,torrelodones,40.57654,-3.92658,Europe/Madrid
3107775,Torrelavega,托雷拉韦加,托雷拉韦加 tuoleilaweijia torrelavega,43.34943,-4.04785,Europe/Madrid
3107784,Torrejon de Ardoz,托雷洪德亚尔多斯,tuoleihongdeyaerduosi 托雷洪德亚尔多斯 torrejon de ardoz torrejón de ardoz,40.45535,-3.46973,Europe/Madrid
3107807,Torredembarra,,torredembarra,41.14505,1.39861,Europe/Madrid
3107955,Tordera,,tordera,41.69914,2.71888,Europe/Madrid
3108008,Tolosa,,tolosa,43.13484,-2.07801,Europe/Madrid
3108118,Tetuan de las Victorias,,tetuan de las victorias tetuán de las victorias,40.45975,-3.6975,Europe/Madrid
3108126,Teruel,特鲁埃尔,特鲁埃尔 teruel teluaier,40.3456,-1.10646,Europe/Madrid
3108165,Teo,,teo,42.795,-8.548,Europe/Madrid
3108285,Tarrega,,tàrrega tarrega,41.64704,1.13957,Europe/Madrid
3108286,Terrassa,,terrassa,41.56667,2.01667,Europe/Madrid
3108288,Tarragona,,tarragona,41.11905,1.24544,Europe/Madrid
3108317,Tarancon,塔兰孔,塔兰孔 tarancón talankong tarancon,40.00851,-3.00731,Europe/Madrid
3108681,Soria,索里亚,soria suoliya 索里亚,41.76401,-2.46883,Europe/Madrid
3108877,Sitges,,sitges,41.23506,1.81193,Europe/Madrid
3109041,Sestao,塞斯陶,sestao 塞斯陶 saisitao,43.30975,-3.00716,Europe/Madrid
3109050,Sesena,,sesena seseña,40.10473,-3.69793,Europe/Madrid
3109256,Segovia,塞哥维亚,saigeweiya 塞哥维亚 segovia,40.94808,-4.11839,Europe/Madrid
3109402,Cerdanyola del Valles,,cerdanyola del vallès cerdanyola del valles,41.49109,2.14079,Europe/Madrid
3109442,Sant Vicenc dels Horts,,sant vicenç dels horts sant vicenc dels horts,41.39317,2.00689,Europe/Madrid
3109453,Barakaldo,,barakaldo,43.29639,-2.98813,Europe/Madrid
3109481,Santurtzi,,santurtzi,43.32842,-3.03248,Europe/Madrid
3109493,Sants,,sants,41.37426,2.13826,Europe/Madrid
3109546,Sant Just Desvern,,sant just desvern,41.38389,2.06758,Europe/Madrid
3109642,Santiago de Compostela,聖地亞哥-德孔波斯特拉,聖地亞哥-德孔波斯特拉 shengdiyage-dekongbositela santiago de compostela,42.88052,-8.54569,Europe/Madrid
3109689,Santa Perpetua de Mogoda,,santa perpetua de mogoda santa perpètua de mogoda,41.53333,2.18333,Europe/Madrid
3109718,Santander,桑坦德,santander sangtande 桑坦德,43.46589,-3.80493,Europe/Madrid
3109804,Barbera del Valles,,barberà del vallès barbera del valles,41.5159,2.12457,Europe/Madrid
3109897,Santa Uxia de Ribeira,,santa uxia de ribeira santa uxía de ribeira,42.55352,-8.99094,Europe/Madrid
3109981,Santa Coloma de Gramenet,,santa coloma de gramenet,41.45152,2.2081,Europe/Madrid
3110040,San Sebastian de los Reyes,圣塞瓦斯蒂安德洛斯雷埃斯,shengsaiwasidiandeluosileiaisi 圣塞瓦斯蒂安德洛斯雷埃斯 san sebastian de los reyes san sebastián de los reyes,40.55555,-3.62733,Europe/Madrid
3110044,San Sebastian,圣塞瓦斯提安,圣塞瓦斯提安 donostia / san sebastián shengsaiwasitian san sebastian,43.31283,-1.97499,Europe/Madrid
3110101,Sant Quirze del Valles,,sant quirze del vallès sant quirze del valles,41.53333,2.08333,Europe/Madrid
